City_ID,City,Latitude,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,mporokoso,-9.3727,30.125,58.84,98,96,4.5,ZM,1680050096
284,foumban,5.7291,10.9001,70.36,55,90,1.9,CM,1680050096
285,torres,-29.3353,-49.7269,71.83,94,0,3.13,BR,1680050096
286,talnakh,69.4865,88.3972,-17.45,98,89,6.49,RU,1680050096
287,the valley,18.217,-63.0578,78.82,78,1,19.6,AI,1680049846
288,tuktoyaktuk,69.4541,-133.0374,12.2,79,100,19.57,CA,1680050097
289,sao joao da barra,-21.6403,-41.0511,78.89,90,100,3.27,BR,1680050097
290,haines junction,60.7522,-137.5108,40.95,30,100,4.61,CA,1680050097
291,awbari,26.5921,12.7805,64.51,28,0,15.08,LY,1680050097
292,tabuk,17.4189,121.4443,79.32,75,100,1.88,PH,1680050097
293,bontang,0.1333,117.5,79.79,86,100,2.89,ID,1680050098
294,richards bay,-28.783,32.0377,66.34,68,0,11.12,ZA,1680050098
295,coxim,-18.5067,-54.76,78.93,72,53,5.66,BR,1680050098
296,valdivia,-39.8142,-73.2459,53.69,96,19,1.88,CL,1680049922
297,aasiaat,68.7098,-52.8699,-12.82,100,93,4.38,GL,1680050098
298,la maddalena,41.2142,9.4083,48.25,73,0,13.02,IT,1680050099
299,bure,10.7,37.0667,62.78,31,100,2.06,ET,1680050099
300,clyde river,70.4692,-68.5914,-18.17,76,0,2.3,CA,1680050099
301,bayeux,-7.125,-34.9322,81.23,83,40,5.75,BR,1680050099
302,karlskrona,56.1616,15.5866,25.25,48,99,2.84,SE,1680050099
303,faanui,-16.4833,-151.75,82.62,73,60,9.53,PF,1680050100
304,aripuana,-9.1667,-60.6333,74.1,92,100,1.12,BR,1680050100
305,lindi,-10.0,39.7167,73.36,98,100,2.95,TZ,1680050100
306,yumen,40.2833,97.2,45.48,18,100,8.9,CN,1680050100
307,port augusta,-32.5,137.7667,71.19,51,9,11.14,AU,1680050100
308,tongchuan,35.0806,109.0897,58.5,35,6,3.27,CN,1680050102
309,samarai,-10.6167,150.6667,88.16,57,12,7.16,PG,1680050103
310,ormara,25.2088,64.6357,75.45,80,0,7.29,PK,1680050103
311,ust-tsilma,65.441,52.1498,12.69,94,31,7.81,RU,1680050104
312,altagracia de orituco,9.8601,-66.3814,69.78,91,68,5.84,VE,1680050104
313,marrakesh,31.6315,-8.0083,75.27,31,0,6.91,MA,1680049934
314,owase,34.0667,136.2,60.55,40,100,4.65,JP,1680050105
315,carutapera,-1.195,-46.02,80.92,77,100,10.96,BR,1680050105
316,beloha,-25.1667,45.05,62.4,74,0,5.59,MG,1680050106
317,ugoofaaru,5.6667,73.0,80.83,75,11,2.42,MV,1680050106
318,labuhan,-6.8844,112.2051,80.85,74,100,3.4,ID,1680050106
319,cayenne,4.9333,-52.3333,73.44,100,100,4.61,GF,1680050106
320,vanavara,60.34,102.2797,16.0,95,100,4.45,RU,1680050107
321,dumas,35.8656,-101.9732,51.53,17,0,12.66,US,1680049950
322,manaure,11.7751,-72.4445,77.14,82,100,22.97,CO,1680050107
323,byron bay,-28.65,153.6167,70.72,93,100,5.26,AU,1680050107
324,darovskoy,58.77,47.9564,26.62,90,90,5.77,RU,1680050108
325,macheng,31.1783,115.0319,60.66,62,100,0.87,CN,1680050108
326,marawi,7.9986,124.2928,73.6,88,100,3.78,PH,1680050108
327,sovetskiy,61.3614,63.5842,13.95,93,49,7.85,RU,1680050108
328,normandin,48.8333,-72.5321,30.51,69,100,6.91,CA,1680050108
329,padang,-0.9492,100.3543,75.25,83,48,2.1,ID,1680050109
330,asosa,10.0667,34.5333,67.91,21,28,3.53,ET,1680050109
331,kutum,14.2,24.6667,66.83,18,5,8.97,SD,1680050109
332,manadhoo,5.7667,73.3833,81.0,75,17,2.57,MV,1680050110
333,washougal,45.5826,-122.3534,48.07,87,100,18.41,US,1680050110
334,tadine,-21.55,167.8833,80.4,75,41,13.98,NC,1680050110
335,leh,34.1667,77.5833,14.0,83,43,6.85,IN,1680050111
336,sinnamary,5.3833,-52.95,79.18,78,100,16.06,GF,1680050111
337,sept-iles,50.2001,-66.3821,32.05,95,100,3.44,CA,1680049817
338,labuan,5.2767,115.2417,80.96,89,40,0.0,MY,1680050111
339,antalaha,-14.9003,50.2788,75.4,88,100,3.74,MG,1680050112
340,kavaratti,10.5669,72.642,80.11,72,17,4.7,IN,1680050112
341,souillac,-20.5167,57.5167,71.98,88,20,3.44,MU,1680050112
342,veraval,20.9,70.3667,72.79,77,0,10.2,IN,1680050112
343,forest grove,45.5198,-123.1107,46.04,86,100,5.99,US,1680049836
344,berlevag,70.8578,29.0864,24.75,86,100,4.61,NO,1680050113
345,sydney,-33.8679,151.2073,75.31,78,75,14.97,AU,1680050049
346,omboue,-1.5746,9.2618,77.23,87,100,2.95,GA,1680050113
347,walvis bay,-22.9575,14.5053,61.68,90,0,7.78,NA,1680049867
348,vila franca do campo,37.7167,-25.4333,59.41,83,3,20.11,PT,1680050114
349,upernavik,72.7868,-56.1549,-25.74,100,9,4.59,GL,1680050114
350,blythe,33.6103,-114.5964,79.03,8,0,6.17,US,1680049849
351,dauphin,51.1494,-100.0502,15.94,67,20,12.66,CA,1680050114
352,pestretsy,55.7531,49.6545,32.14,81,99,11.03,RU,1680050114
353,buzmeyin,38.0507,58.2056,55.13,62,0,2.3,TM,1680050115
354,bambari,5.768,20.6757,75.09,78,100,2.13,CF,1680050115
355,ust-kut,56.7938,105.7672,28.47,95,100,4.5,RU,1680050115
356,balabac,7.9868,117.0645,83.26,70,100,11.48,PH,1680050116
357,manta,-0.95,-80.7333,82.18,74,0,5.75,EC,1680050116
358,aklavik,68.2191,-135.0107,11.93,81,84,12.37,CA,1680049894
359,ferme-neuve,46.7001,-75.4493,20.35,95,32,1.72,CA,1680050117
360,isangel,-19.55,169.2667,82.54,72,99,7.09,VU,1680050117
361,laives,46.4228,11.3348,46.29,31,100,1.63,IT,1680050117
362,kaseda,31.4167,130.3167,58.8,54,100,2.75,JP,1680050117
363,kupang,-10.1667,123.5833,82.98,89,20,2.3,ID,1680050117
364,umm lajj,25.0213,37.2685,72.84,47,0,11.41,SA,1680050118
365,nyurba,63.2842,118.3319,-0.8,92,84,4.94,RU,1680050118
366,petropavlovka,50.6114,105.3196,41.59,60,21,3.67,RU,1680050118
367,vanimo,-2.6741,141.3028,81.41,75,80,6.89,PG,1680050118
368,xinmin,41.9908,122.8253,52.09,42,64,15.05,CN,1680050119
369,dingle,10.9995,122.6711,82.99,72,100,11.65,PH,1680050119
370,forio,40.7342,13.8646,50.92,79,5,1.01,IT,1680050119
371,marsa matruh,31.3525,27.2453,59.95,67,0,21.27,EG,1680050119
372,atar,20.5169,-13.0499,82.26,8,5,5.59,MR,1680050119
373,warmbad,-28.45,18.7333,61.23,42,0,5.23,NA,1680050119
374,saint anthony,45.0205,-93.218,32.67,75,100,14.97,US,1680050120
375,paraiso,9.8383,-83.8656,70.66,98,93,4.74,CR,1680050035
376,maningrida,-12.0667,134.2667,84.78,62,100,9.04,AU,1680050121
377,portland,45.5234,-122.6762,47.88,90,100,7.0,US,1680050014
378,isla vista,34.4133,-119.861,60.82,66,100,3.0,US,1680049909
379,lavrentiya,65.5833,-171.0,25.23,95,100,14.05,RU,1680050121
380,svetlogorsk,52.6333,29.7333,27.03,94,100,21.97,BY,1680050121
381,buncrana,55.1333,-7.45,49.51,93,100,8.88,IE,1680050122
382,longyearbyen,78.2186,15.6401,4.84,78,75,8.05,SJ,1680050122
383,kushmurun,52.4503,64.6311,31.53,93,100,5.48,KZ,1680050122
384,lata,40.1629,-8.3327,58.08,71,9,1.05,PT,1680050122
385,srednekolymsk,67.45,153.6833,15.85,79,100,12.53,RU,1680050123
386,batemans bay,-35.7167,150.1833,69.1,96,100,3.36,AU,1680050123
387,nieves,15.3274,120.9485,83.71,58,100,7.45,PH,1680050123
388,esmeralda,21.8525,-78.1169,78.42,67,100,6.38,CU,1680050123
389,muroto,33.2833,134.15,57.81,56,100,10.87,JP,1680050124
390,belaya gora,68.5333,146.4167,2.17,80,74,15.48,RU,1680050124
391,nantucket,41.2835,-70.0995,41.11,83,100,5.75,US,1680050016
392,amahai,-3.3333,128.9167,80.67,84,100,1.88,ID,1680050125
393,safaga,26.7292,33.9365,73.58,32,0,7.72,EG,1680050125
394,twin falls,42.3505,-114.6445,47.93,29,20,17.27,US,1680049986
395,chapais,49.7834,-74.8492,22.78,94,92,1.52,CA,1680049960
396,ilulissat,69.2167,-51.1,-17.23,92,5,4.54,GL,1680050126
397,sechura,-5.5569,-80.8222,79.65,85,97,9.04,PE,1680050126
398,bandar-e lengeh,26.5579,54.8807,71.71,68,0,9.22,IR,1680050126
399,timberlake,37.3207,-79.2575,53.56,58,100,4.61,US,1680050127
400,alofi,-19.0595,-169.9187,84.09,79,75,9.22,NU,1680050127
401,ilhabela,-23.7781,-45.3581,74.95,90,100,8.23,BR,1680050127
402,muros,42.7762,-9.0603,52.09,62,46,19.93,ES,1680050127
403,joshimath,30.5667,79.5667,43.07,43,37,8.1,IN,1680050128
404,berasia,23.6333,77.4333,70.25,27,5,5.35,IN,1680050128
405,mecca,21.4267,39.8261,71.19,46,0,5.75,SA,1680049909
406,ola,59.5833,151.2833,17.15,88,100,5.48,RU,1680050128
407,luena,-11.7833,19.9167,64.58,100,99,4.61,AO,1680050129
408,buraydah,26.326,43.975,57.65,27,0,6.24,SA,1680050129
409,siddapur,14.3333,74.8833,64.36,78,9,3.47,IN,1680050129
410,colares,38.7992,-9.4469,63.75,65,29,5.01,PT,1680050034
411,san rafael,-34.6177,-68.3301,76.57,30,0,7.11,AR,1680050129
412,janauba,-15.8025,-43.3089,74.84,40,100,10.27,BR,1680050129
413,boyolangu,-8.1181,111.8935,82.56,75,99,1.25,ID,1680050130
414,acarau,-2.8856,-40.12,77.27,87,98,8.28,BR,1680050130
415,dumai,1.6833,101.45,79.03,85,5,2.62,ID,1680050130
416,hami,42.8,93.45,56.34,14,1,4.23,CN,1680050130
417,jinzhou,41.1078,121.1417,51.24,48,22,1.9,CN,1680050131
418,ust-nera,64.5667,143.2,20.79,88,100,5.59,RU,1680050131
419,gazojak,41.1875,61.4036,65.08,27,63,15.08,TM,1680050131
420,bilma,18.6853,12.9164,75.27,16,11,4.72,NE,1680050131
421,serpa,37.9458,-7.5975,57.16,57,100,2.53,PT,1680050131
422,huilong,31.8111,121.655,57.92,49,85,10.98,CN,1680050132
423,tilichiki,60.4667,166.1,20.34,76,5,13.47,RU,1680050132
424,harper,4.375,-7.7169,77.27,91,5,2.66,LR,1680050132
425,seydi,39.4816,62.9137,63.52,47,71,13.98,TM,1680050132
426,anadyr,64.75,177.4833,27.1,92,75,22.37,RU,1680049847
427,san quintin,30.4833,-115.95,59.38,70,0,15.08,MX,1680050133
428,karakol,42.4907,78.3936,39.04,30,0,2.19,KG,1680050133
429,henties bay,-22.116,14.2845,61.16,95,7,3.11,NA,1680050133
430,boa vista,2.8197,-60.6733,85.98,51,0,11.5,BR,1680050051
431,koppies,-27.2418,27.5742,54.66,82,71,5.97,ZA,1680050133
432,chara,56.9064,118.2631,19.22,56,40,4.16,RU,1680050133
433,garowe,8.4054,48.4845,76.62,73,42,10.45,SO,1680050134
434,capaci,38.1711,13.2393,51.4,73,0,6.91,IT,1680050134
435,yangambi,0.8102,24.4336,69.37,98,100,3.31,CD,1680050134
436,grand gaube,-20.0064,57.6608,74.37,74,100,7.31,MU,1680050134
437,dharchula,29.85,80.5333,53.24,38,18,7.29,IN,1680050134
438,garissa,-0.4536,39.6401,80.26,71,69,11.32,KE,1680050135
439,coquimbo,-29.9533,-71.3436,62.33,88,40,5.75,CL,1680050057
440,sydney mines,46.2367,-60.2177,32.81,95,100,8.05,CA,1680050135
441,paamiut,61.994,-49.6678,13.33,71,47,8.46,GL,1680050135
442,mattru,7.6244,-11.8332,78.13,81,0,3.33,SL,1680050135
443,visby,57.6409,18.296,19.81,92,42,2.3,SE,1680050136
444,baykit,61.67,96.37,16.56,95,100,2.77,RU,1680049933
445,tsiroanomandidy,-18.7667,46.0333,67.59,95,100,2.51,MG,1680050136
446,lasa,46.6166,10.7002,37.69,74,100,2.75,IT,1680050136
447,atambua,-9.1061,124.8925,80.06,70,38,1.61,ID,1680050136
448,udobnaya,44.1932,41.5529,46.33,92,100,2.71,RU,1680050137
449,minsk,53.9,27.5667,28.15,94,100,18.16,BY,1680050137
450,chupa,66.27,33.0549,19.92,90,100,9.24,RU,1680049931
451,batagay-alyta,67.8006,130.4114,-0.92,82,14,4.05,RU,1680050137
452,barreirinha,-2.7933,-57.07,75.7,93,100,2.35,BR,1680050137
453,maloy,61.9353,5.1136,28.72,78,5,6.69,NO,1680050137
454,lakheri,25.6667,76.1667,71.42,30,0,5.82,IN,1680050138
455,rivera,-30.9053,-55.5508,66.9,55,0,1.25,UY,1680050138
456,pomabamba,-8.8333,-77.4667,52.56,85,100,3.65,PE,1680050138
457,oktyabrskoye,43.0645,44.7417,41.14,93,0,8.95,RU,1680050138
458,banjar,-8.19,114.9675,78.19,85,100,3.42,ID,1680050138
459,wuning,29.2589,120.2311,53.13,68,100,1.88,CN,1680050139
460,thanh hoa,19.8,105.7667,67.08,84,100,3.67,VN,1680050139
461,spornoye,50.8448,37.2913,46.45,97,100,10.2,RU,1680050139
462,lufkin,31.3382,-94.7291,64.53,58,100,5.26,US,1680050139
463,russell,32.3502,-85.1999,70.83,94,20,0.0,US,1680049842
464,nosy varika,-20.5833,48.5333,72.59,90,100,6.71,MG,1680050140
465,sioux lookout,50.1001,-91.917,15.87,53,75,9.22,CA,1680050087
466,bulalacao,12.3254,121.3435,85.89,56,100,8.61,PH,1680050140
467,matucana,-11.85,-76.4,60.39,92,100,1.97,PE,1680050140
468,upata,8.0086,-62.3989,76.19,67,100,7.25,VE,1680050140
469,watertown,42.3709,-71.1828,42.44,64,20,3.44,US,1680049842
470,agropoli,40.3469,14.9966,41.09,51,1,9.33,IT,1680050141
471,havre-saint-pierre,50.2334,-63.5986,32.36,86,100,5.75,CA,1680050141
472,kasama,-10.2129,31.1808,59.32,99,99,2.48,ZM,1680050141
473,chifeng,42.2683,118.9636,55.31,17,0,10.67,CN,1680050141
474,caravelas,-17.7125,-39.2481,77.07,80,0,7.09,BR,1680050142
475,mlonggo,-6.5333,110.7,81.48,76,96,3.04,ID,1680050142
476,chirongui,-12.9319,45.1483,78.73,72,100,0.49,YT,1680050142
477,loiza,18.4313,-65.8802,78.8,80,40,11.5,PR,1680050142
478,concepcion,-36.827,-73.0498,57.0,82,0,9.22,CL,1680049921
479,beringovskiy,63.05,179.3167,30.65,98,100,14.07,RU,1680050143
480,rumoi,43.9344,141.6428,43.65,56,1,4.7,JP,1680050143
481,teknaf,20.8624,92.3058,75.88,86,18,3.74,BD,1680050143
482,dombas,62.0696,9.1235,8.82,99,100,2.75,NO,1680050143
483,sangar,63.9242,127.4739,2.62,91,24,5.75,RU,1680050143
484,fortuna,40.5982,-124.1573,50.34,85,100,8.01,US,1680049847
485,pangnirtung,66.1451,-65.7125,9.91,94,100,1.34,CA,1680050144
486,bad hofgastein,47.1667,13.1,31.14,82,100,1.01,AT,1680050144
487,puri,19.8,85.85,79.32,82,17,13.91,IN,1680050144
488,yar-sale,66.8333,70.8333,-14.06,100,100,6.76,RU,1680050144
489,arman,59.7,150.1667,17.02,90,100,4.27,RU,1680050144
490,cacu,-18.5567,-51.1308,72.64,87,77,4.36,BR,1680050144
491,hukuntsi,-24.0,21.75,66.99,71,83,10.89,BW,1680050145
492,kirakira,-10.4544,161.9205,83.59,72,100,6.96,SB,1680050145
493,newport,51.5877,-2.9984,51.12,94,100,6.02,GB,1680050145
494,cairns,-16.9167,145.7667,89.11,71,40,5.75,AU,1680049979
495,whitehorse,60.7161,-135.0538,39.97,36,75,6.91,CA,1680050145
496,yinchuan,38.4681,106.2731,52.29,11,1,5.44,CN,1680050146
497,sorong,-0.8833,131.25,81.66,75,100,4.65,ID,1680050146
498,nouakchott,18.0858,-15.9785,69.73,62,0,11.21,MR,1680049876
499,bani walid,31.7566,13.9942,53.62,84,9,6.71,LY,1680050146
500,wajir,1.7471,40.0573,81.41,61,50,12.97,KE,1680050146
501,nola,40.922,14.5329,51.03,82,0,2.39,IT,1680050147
502,guerrero negro,27.9769,-114.0611,62.44,51,0,19.84,MX,1680050147
503,chicama,-7.8447,-79.1469,75.74,70,100,5.06,PE,1680050147
504,tazovskiy,67.4667,78.7,-3.28,99,100,3.38,RU,1680050148
505,san juan de flores,14.2667,-87.0333,83.88,43,0,2.64,HN,1680050148
506,middelburg,-25.7751,29.4648,55.02,77,0,3.22,ZA,1680050148
507,victoria,22.2855,114.1577,68.38,91,100,15.99,HK,1680049994
508,olesnica,51.2134,17.3899,31.62,65,38,3.44,PL,1680050148
509,sai buri,6.7013,101.6168,76.71,77,8,4.9,TH,1680050149
510,kaifeng,34.7911,114.3483,61.63,37,9,9.33,CN,1680050149
511,turayf,31.6725,38.6637,55.65,54,0,6.91,SA,1680050149
512,auki,-8.7676,160.7034,83.59,76,100,3.96,SB,1680050149
513,evensk,61.95,159.2333,9.0,89,100,2.95,RU,1680050150
514,charters towers,-20.1,146.2667,84.92,44,56,7.14,AU,1680050150
515,port moresby,-9.4431,147.1797,85.57,69,8,6.15,PG,1680050150
516,tautira,-17.7333,-149.15,81.81,76,100,7.92,PF,1680050150
517,lamar,33.6668,-95.5836,60.71,36,0,9.22,US,1680050031
518,deputatskiy,69.3,139.9,-8.23,88,17,5.61,RU,1680050151
519,mount gambier,-37.8333,140.7667,63.05,57,66,8.84,AU,1680049882
520,cam ranh,11.9214,109.1591,78.76,78,20,4.61,VN,1680050151
521,nagua,19.3832,-69.8474,73.76,84,0,8.12,DO,1680050151
522,otavi,-19.65,17.3333,64.44,80,23,1.81,NA,1680050152
523,seguela,7.9611,-6.6731,76.39,75,100,2.95,CI,1680050152
524,namatanai,-3.6667,152.4333,85.12,68,75,0.4,PG,1680050152
525,mandalgovi,45.7625,106.2708,40.66,28,0,5.35,MN,1680050152
526,rio grande,-32.035,-52.0986,69.91,82,6,12.44,BR,1680050080
527,wetaskiwin,52.9668,-113.3687,33.28,90,27,5.01,CA,1680050152
528,alihe,50.5667,123.7167,42.3,59,6,16.51,CN,1680050153
529,sobolevo,54.4299,31.8996,43.48,90,100,12.82,RU,1680050153
530,aitape,-3.1374,142.3475,85.06,66,100,1.79,PG,1680050153
531,san carlos del zulia,9.0,-71.9135,76.03,82,14,6.15,VE,1680050153
532,freeport,40.6576,-73.5832,50.36,68,0,5.75,US,1680050153
533,narbonne,43.0833,2.8333,47.98,60,100,2.08,FR,1680050154
534,tayoltita,24.0833,-105.9333,71.13,24,100,3.69,MX,1680050154
535,inuvik,68.3499,-133.7218,16.66,86,100,16.11,CA,1680050154
536,kulhudhuffushi,6.6221,73.07,81.07,74,45,3.89,MV,1680050154
537,lithakia,37.7167,20.8333,45.77,39,0,18.01,GR,1680050154
538,zheleznodorozhnyy,55.7503,38.0042,41.61,87,100,11.99,RU,1680050155
539,cahors,44.4167,1.3333,45.95,71,100,5.23,FR,1680050155
540,inirida,3.8653,-67.9239,73.09,94,100,3.58,CO,1680050155
541,hagere selam,6.4833,38.5167,48.94,95,54,3.27,ET,1680050155
542,saint george,37.1041,-113.5841,68.25,13,0,6.91,US,1680050155
543,remanso,-9.6179,-42.0831,75.56,43,100,4.59,BR,1680050156
544,charleston,32.7766,-79.9309,67.1,93,75,5.75,US,1680049551
545,sisimiut,66.9395,-53.6735,5.95,80,20,7.65,GL,1680050156
546,manokwari,-0.8667,134.0833,82.87,69,97,5.03,ID,1680050157
547,lisakovsk,52.5369,62.4936,36.37,88,100,11.3,KZ,1680050157
548,necocli,8.4234,-76.786,79.92,83,99,12.08,CO,1680050157
549,shakawe,-18.3667,21.85,63.9,95,67,3.8,BW,1680050157
550,kachkanar,58.7,59.4948,19.45,91,7,3.22,RU,1680050157
551,plum,40.5004,-79.7495,46.26,43,100,1.01,US,1680050157
552,muisne,0.6,-80.0333,82.08,69,93,5.48,EC,1680050158
553,fort collins,40.5853,-105.0844,42.04,48,0,11.5,US,1680050075
554,andenes,69.3143,16.1194,22.93,73,3,5.75,NO,1680050158
555,canutama,-6.5339,-64.3831,73.65,96,100,0.87,BR,1680050158
556,palu,-0.8917,119.8707,82.89,66,100,1.01,ID,1680050158
557,roald,62.5833,6.1333,34.75,79,0,2.3,NO,1680050158
558,tungor,53.3808,142.9564,34.59,93,100,9.19,RU,1680050159
559,hannibal,39.7084,-91.3585,49.15,53,0,4.61,US,1680050159
560,nadym,65.5333,72.5167,-5.96,99,20,10.47,RU,1680050159
561,porto walter,-8.2686,-72.7439,71.62,98,75,2.15,BR,1680050159
562,waipawa,-41.4122,175.5153,48.45,73,100,25.17,NZ,1680050159
563,watrous,51.6668,-105.4679,13.78,67,100,3.44,CA,1680050159
564,pevek,69.7008,170.3133,11.84,77,14,19.46,RU,1680050160
565,makakilo city,21.3469,-158.0858,81.19,74,75,11.5,US,1680050160
566,jamame,0.0722,42.7506,79.92,74,48,8.95,SO,1680050160
567,mount isa,-20.7333,139.5,91.17,43,75,12.66,AU,1680050160
